year	week	rank	title_id	title	author	first_name	gender_signal
1996	1996-06-23	9	5198	The Fourth Estate	Jeffrey Archer	Jeffrey	M
1996	1996-06-23	10	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-06-23	11	2887	Malice	Danielle Steel	Danielle	F
1996	1996-06-23	12	4367	Sudden Prey	John Sandford	John	M
1996	1996-06-23	13	1550	Drink With The Devil	Jack Higgins	Jack	M
1996	1996-06-23	14	299	Accordion Crimes	E. Annie Proulx	E.	I
1996	1996-06-23	15	994	Chance	Robert B. Parker	Robert	M
1996	1996-06-23	16	3015	Mischief	Amanda Quick	Amanda	F
1996	1996-06-30	1	6178	The Runaway Jury	John Grisham	John	M
1996	1996-06-30	2	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-06-30	3	77	A Crown Of Swords	Robert Jordan	Robert	M
1996	1996-06-30	4	6484	The Tenth Insight	James Redfield	James	M
1996	1996-06-30	5	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-06-30	6	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-06-30	7	3056	Moonlight Becomes You	Mary Higgins Clark	Mary	F
1996	1996-06-30	8	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-06-30	9	5198	The Fourth Estate	Jeffrey Archer	Jeffrey	M
1996	1996-06-30	10	3343	Oh, The Places You'Ll Go!	Dr. Seuss	Dr.	M
1996	1996-06-30	11	2887	Malice	Danielle Steel	Danielle	F
1996	1996-06-30	12	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-06-30	13	4367	Sudden Prey	John Sandford	John	M
1996	1996-06-30	14	3608	Primary Colors	Joe Klein	Joe	M
1996	1996-06-30	15	1550	Drink With The Devil	Jack Higgins	Jack	M
1996	1996-07-07	1	6178	The Runaway Jury	John Grisham	John	M
1996	1996-07-07	2	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-07-07	3	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-07-07	4	77	A Crown Of Swords	Robert Jordan	Robert	M
1996	1996-07-07	5	6484	The Tenth Insight	James Redfield	James	M
1996	1996-07-07	6	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-07-07	7	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-07-07	8	5198	The Fourth Estate	Jeffrey Archer	Jeffrey	M
1996	1996-07-07	9	3343	Oh, The Places You'Ll Go!	Dr. Seuss	Dr.	M
1996	1996-07-07	10	3056	Moonlight Becomes You	Mary Higgins Clark	Mary	F
1996	1996-07-07	11	299	Accordion Crimes	E. Annie Proulx	E.	I
1996	1996-07-07	12	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-07-07	13	994	Chance	Robert B. Parker	Robert	M
1996	1996-07-07	14	489	Anything Considered	Peter Mayle	Peter	M
1996	1996-07-07	15	3015	Mischief	Amanda Quick	Amanda	F
1996	1996-07-14	1	6178	The Runaway Jury	John Grisham	John	M
1996	1996-07-14	2	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-07-14	3	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-07-14	4	6484	The Tenth Insight	James Redfield	James	M
1996	1996-07-14	5	77	A Crown Of Swords	Robert Jordan	Robert	M
1996	1996-07-14	6	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-07-14	7	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-07-14	8	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-07-14	9	299	Accordion Crimes	E. Annie Proulx	E.	I
1996	1996-07-14	10	3056	Moonlight Becomes You	Mary Higgins Clark	Mary	F
1996	1996-07-14	11	5198	The Fourth Estate	Jeffrey Archer	Jeffrey	M
1996	1996-07-14	12	2887	Malice	Danielle Steel	Danielle	F
1996	1996-07-14	13	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-07-14	14	3643	Promises	Belva Plain	Belva	F
1996	1996-07-14	15	3343	Oh, The Places You'Ll Go!	Dr. Seuss	Dr.	M
1996	1996-07-14	16	1550	Drink With The Devil	Jack Higgins	Jack	M
1996	1996-07-14	17	4367	Sudden Prey	John Sandford	John	M
1996	1996-07-21	1	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-07-21	2	6178	The Runaway Jury	John Grisham	John	M
1996	1996-07-21	3	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-07-21	4	6484	The Tenth Insight	James Redfield	James	M
1996	1996-07-21	5	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-07-21	6	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-07-21	7	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-07-21	8	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-07-21	9	77	A Crown Of Swords	Robert Jordan	Robert	M
1996	1996-07-21	10	3056	Moonlight Becomes You	Mary Higgins Clark	Mary	F
1996	1996-07-21	11	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-07-21	12	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-07-21	13	5198	The Fourth Estate	Jeffrey Archer	Jeffrey	M
1996	1996-07-21	14	2887	Malice	Danielle Steel	Danielle	F
1996	1996-07-21	15	144	A Little Yellow Dog	Walter Mosley	Walter	M
1996	1996-07-28	1	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-07-28	2	6178	The Runaway Jury	John Grisham	John	M
1996	1996-07-28	3	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-07-28	4	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-07-28	5	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-07-28	6	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-07-28	7	6484	The Tenth Insight	James Redfield	James	M
1996	1996-07-28	8	6663	The Wedding	Julie Garwood	Julie	F
1996	1996-07-28	9	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-07-28	10	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-07-28	11	77	A Crown Of Swords	Robert Jordan	Robert	M
1996	1996-07-28	12	3056	Moonlight Becomes You	Mary Higgins Clark	Mary	F
1996	1996-07-28	13	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-07-28	14	5198	The Fourth Estate	Jeffrey Archer	Jeffrey	M
1996	1996-07-28	15	299	Accordion Crimes	E. Annie Proulx	E.	I
1996	1996-08-04	1	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-08-04	2	6178	The Runaway Jury	John Grisham	John	M
1996	1996-08-04	3	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-08-04	4	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-08-04	5	6484	The Tenth Insight	James Redfield	James	M
1996	1996-08-04	6	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-08-04	7	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-08-04	8	6663	The Wedding	Julie Garwood	Julie	F
1996	1996-08-04	9	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-08-04	10	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-08-04	11	3056	Moonlight Becomes You	Mary Higgins Clark	Mary	F
1996	1996-08-04	12	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-08-04	13	77	A Crown Of Swords	Robert Jordan	Robert	M
1996	1996-08-04	14	3608	Primary Colors	Joe Klein	Joe	M
1996	1996-08-04	15	5198	The Fourth Estate	Jeffrey Archer	Jeffrey	M
1996	1996-08-04	16	898	Cadillac Jukebox	James Lee Burke	James	M
1996	1996-08-11	1	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-08-11	2	6178	The Runaway Jury	John Grisham	John	M
1996	1996-08-11	3	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-08-11	4	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-08-11	5	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-08-11	6	6484	The Tenth Insight	James Redfield	James	M
1996	1996-08-11	7	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-08-11	8	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-08-11	9	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-08-11	10	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-08-11	11	3608	Primary Colors	Joe Klein	Joe	M
1996	1996-08-11	12	6663	The Wedding	Julie Garwood	Julie	F
1996	1996-08-11	13	2330	I Was Amelia Earhart	Jane Mendelsohn	Jane	F
1996	1996-08-11	14	898	Cadillac Jukebox	James Lee Burke	James	M
1996	1996-08-11	15	77	A Crown Of Swords	Robert Jordan	Robert	M
1996	1996-08-18	1	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-08-18	2	6178	The Runaway Jury	John Grisham	John	M
1996	1996-08-18	3	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-08-18	4	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-08-18	5	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-08-18	6	6663	The Wedding	Julie Garwood	Julie	F
1996	1996-08-18	7	6484	The Tenth Insight	James Redfield	James	M
1996	1996-08-18	8	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-08-18	9	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-08-18	10	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-08-18	11	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-08-18	12	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-08-18	13	3608	Primary Colors	Joe Klein	Joe	M
1996	1996-08-18	14	3056	Moonlight Becomes You	Mary Higgins Clark	Mary	F
1996	1996-08-18	15	898	Cadillac Jukebox	James Lee Burke	James	M
1996	1996-08-25	1	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-08-25	2	6178	The Runaway Jury	John Grisham	John	M
1996	1996-08-25	3	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-08-25	4	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-08-25	5	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-08-25	6	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-08-25	7	6484	The Tenth Insight	James Redfield	James	M
1996	1996-08-25	8	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-08-25	9	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-08-25	10	6663	The Wedding	Julie Garwood	Julie	F
1996	1996-08-25	11	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-08-25	12	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-08-25	13	3468	Passage To Dawn	R. A. Salvatore	R.	I
1996	1996-08-25	14	898	Cadillac Jukebox	James Lee Burke	James	M
1996	1996-08-25	15	3608	Primary Colors	Joe Klein	Joe	M
1996	1996-09-01	1	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-09-01	2	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-09-01	3	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-09-01	4	6178	The Runaway Jury	John Grisham	John	M
1996	1996-09-01	5	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-09-01	6	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-09-01	7	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-09-01	8	6484	The Tenth Insight	James Redfield	James	M
1996	1996-09-01	9	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-09-01	10	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-09-01	11	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-09-01	12	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-09-01	13	898	Cadillac Jukebox	James Lee Burke	James	M
1996	1996-09-01	14	3468	Passage To Dawn	R. A. Salvatore	R.	I
1996	1996-09-01	15	3608	Primary Colors	Joe Klein	Joe	M
1996	1996-09-08	1	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-09-08	2	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-09-08	3	6178	The Runaway Jury	John Grisham	John	M
1996	1996-09-08	4	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-09-08	5	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-09-08	6	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-09-08	7	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-09-08	8	6484	The Tenth Insight	James Redfield	James	M
1996	1996-09-08	9	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-09-08	10	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-09-08	11	6663	The Wedding	Julie Garwood	Julie	F
1996	1996-09-08	12	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-09-08	13	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-09-08	14	898	Cadillac Jukebox	James Lee Burke	James	M
1996	1996-09-08	15	3468	Passage To Dawn	R. A. Salvatore	R.	I
1996	1996-09-15	1	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-09-15	2	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-09-15	3	6178	The Runaway Jury	John Grisham	John	M
1996	1996-09-15	4	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-09-15	5	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-09-15	6	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-09-15	7	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-09-15	8	6484	The Tenth Insight	James Redfield	James	M
1996	1996-09-15	9	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-09-15	10	3425	Out Of Sight	Elmore Leonard	Elmore	M
1996	1996-09-15	11	6663	The Wedding	Julie Garwood	Julie	F
1996	1996-09-15	12	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-09-15	13	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-09-15	14	1687	Exclusive	Sandra Brown	Sandra	F
1996	1996-09-15	15	4740	The Burning Man	Phillip Margolin	Phillip	M
1996	1996-09-22	1	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-09-22	2	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-09-22	3	6178	The Runaway Jury	John Grisham	John	M
1996	1996-09-22	4	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-09-22	5	2474	Jack And Jill	James Patterson	James	M
1996	1996-09-22	6	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-09-22	7	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-09-22	8	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-09-22	9	6484	The Tenth Insight	James Redfield	James	M
1996	1996-09-22	10	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-09-22	11	4740	The Burning Man	Phillip Margolin	Phillip	M
1996	1996-09-22	12	3425	Out Of Sight	Elmore Leonard	Elmore	M
1996	1996-09-22	13	2119	Harvest	Tess Gerritsen	Tess	F
1996	1996-09-22	14	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-09-22	15	2717	Lily White	Susan Isaacs	Susan	F
1996	1996-09-29	1	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-09-29	2	2474	Jack And Jill	James Patterson	James	M
1996	1996-09-29	3	6178	The Runaway Jury	John Grisham	John	M
1996	1996-09-29	4	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-09-29	5	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-09-29	6	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-09-29	7	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-09-29	8	6484	The Tenth Insight	James Redfield	James	M
1996	1996-09-29	9	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-09-29	10	3143	My Many Colored Days	Theodor Seuss Geisel	Theodor	M
1996	1996-09-29	11	2667	Legend	Jude Deveraux	Jude	M
1996	1996-09-29	12	4740	The Burning Man	Phillip Margolin	Phillip	M
1996	1996-09-29	13	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-09-29	14	3425	Out Of Sight	Elmore Leonard	Elmore	M
1996	1996-09-29	15	5618	The Last Thing He Wanted	Joan Didion	Joan	F
1996	1996-09-29	16	1462	Dirt	Stuart Woods	Stuart	M
1996	1996-09-29	17	2012	Gods And Generals	Jeff Shaara	Jeff	M
1996	1996-10-06	1	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-10-06	2	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-10-06	3	2474	Jack And Jill	James Patterson	James	M
1996	1996-10-06	4	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-10-06	5	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-10-06	6	6178	The Runaway Jury	John Grisham	John	M
1996	1996-10-06	7	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-10-06	8	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-10-06	9	6484	The Tenth Insight	James Redfield	James	M
1996	1996-10-06	10	2667	Legend	Jude Deveraux	Jude	M
1996	1996-10-06	11	3143	My Many Colored Days	Theodor Seuss Geisel	Theodor	M
1996	1996-10-06	12	967	Cause Of Death	Patricia Cornwell	Patricia	F
1996	1996-10-06	13	1462	Dirt	Stuart Woods	Stuart	M
1996	1996-10-06	14	2287	How Stella Got Her Groove Back	Terry McMillan	Terry	A
1996	1996-10-06	15	4740	The Burning Man	Phillip Margolin	Phillip	M
1996	1996-10-13	1	1431	Desperation	Stephen King	Stephen	M
1996	1996-10-13	2	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-10-13	3	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-10-13	4	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-10-13	5	2474	Jack And Jill	James Patterson	James	M
1996	1996-10-13	6	6893	To The Hilt	Dick Francis	Dick	M
1996	1996-10-13	7	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-10-13	8	2667	Legend	Jude Deveraux	Jude	M
1996	1996-10-13	9	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-10-13	10	6178	The Runaway Jury	John Grisham	John	M
1996	1996-10-13	11	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-10-13	12	6484	The Tenth Insight	James Redfield	James	M
1996	1996-10-13	13	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-10-13	14	3143	My Many Colored Days	Theodor Seuss Geisel	Theodor	M
1996	1996-10-13	15	5632	The Law Of Love	Laura Esquivel	Laura	F
1996	1996-10-20	1	1431	Desperation	Stephen King	Stephen	M
1996	1996-10-20	2	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-10-20	3	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-10-20	4	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-10-20	5	2474	Jack And Jill	James Patterson	James	M
1996	1996-10-20	6	6893	To The Hilt	Dick Francis	Dick	M
1996	1996-10-20	7	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-10-20	8	2667	Legend	Jude Deveraux	Jude	M
1996	1996-10-20	9	5632	The Law Of Love	Laura Esquivel	Laura	F
1996	1996-10-20	10	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-10-20	11	6178	The Runaway Jury	John Grisham	John	M
1996	1996-10-20	12	5583	The Last Don	Mario Puzo	Mario	M
1996	1996-10-20	13	4008	Servant Of The Bones	Anne Rice	Anne	F
1996	1996-10-20	14	3143	My Many Colored Days	Theodor Seuss Geisel	Theodor	M
1996	1996-10-20	15	1462	Dirt	Stuart Woods	Stuart	M
1996	1996-10-27	1	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-10-27	2	1431	Desperation	Stephen King	Stephen	M
1996	1996-10-27	3	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-10-27	4	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-10-27	5	2474	Jack And Jill	James Patterson	James	M
1996	1996-10-27	6	6893	To The Hilt	Dick Francis	Dick	M
1996	1996-10-27	7	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-10-27	8	6178	The Runaway Jury	John Grisham	John	M
1996	1996-10-27	9	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-10-27	10	5903	The Notebook	Nicholas Sparks	Nicholas	M
1996	1996-10-27	11	216	A Secret Affair	Barbara Taylor Bradford	Barbara	F
1996	1996-10-27	12	5632	The Law Of Love	Laura Esquivel	Laura	F
1996	1996-10-27	13	2667	Legend	Jude Deveraux	Jude	M
1996	1996-10-27	14	6484	The Tenth Insight	James Redfield	James	M
1996	1996-10-27	15	3143	My Many Colored Days	Theodor Seuss Geisel	Theodor	M
1996	1996-11-03	1	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-11-03	2	1431	Desperation	Stephen King	Stephen	M
1996	1996-11-03	3	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-11-03	4	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-11-03	5	3142	My Gal Sunday	Mary Higgins Clark	Mary	F
1996	1996-11-03	6	5634	The Laws Of Our Fathers	Scott Turow	Scott	M
1996	1996-11-03	7	6893	To The Hilt	Dick Francis	Dick	M
1996	1996-11-03	8	5903	The Notebook	Nicholas Sparks	Nicholas	M
1996	1996-11-03	9	2474	Jack And Jill	James Patterson	James	M
1996	1996-11-03	10	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-11-03	11	2352	Icon	Frederick Forsyth	Frederick	M
1996	1996-11-03	12	6457	The Tailor Of Panama	John le Carré	John	M
1996	1996-11-03	13	216	A Secret Affair	Barbara Taylor Bradford	Barbara	F
1996	1996-11-03	14	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-11-03	15	5632	The Law Of Love	Laura Esquivel	Laura	F
1996	1996-11-10	1	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-11-10	2	5634	The Laws Of Our Fathers	Scott Turow	Scott	M
1996	1996-11-10	3	1431	Desperation	Stephen King	Stephen	M
1996	1996-11-10	4	3142	My Gal Sunday	Mary Higgins Clark	Mary	F
1996	1996-11-10	5	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-11-10	6	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-11-10	7	6457	The Tailor Of Panama	John le Carré	John	M
1996	1996-11-10	8	6893	To The Hilt	Dick Francis	Dick	M
1996	1996-11-10	9	5903	The Notebook	Nicholas Sparks	Nicholas	M
1996	1996-11-10	10	2474	Jack And Jill	James Patterson	James	M
1996	1996-11-10	11	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-11-10	12	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-11-10	13	6762	The Yellow Admiral	Patrick O'Brian	Patrick	M
1996	1996-11-10	14	2352	Icon	Frederick Forsyth	Frederick	M
1996	1996-11-10	15	6506	The Third Twin	Ken Follett	Ken	M
1996	1996-11-17	1	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-11-17	2	5	"""M"" Is For Malice"	Sue Grafton	Sue	F
1996	1996-11-17	3	1431	Desperation	Stephen King	Stephen	M
1996	1996-11-17	4	3142	My Gal Sunday	Mary Higgins Clark	Mary	F
1996	1996-11-17	5	5634	The Laws Of Our Fathers	Scott Turow	Scott	M
1996	1996-11-17	6	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-11-17	7	6457	The Tailor Of Panama	John le Carré	John	M
1996	1996-11-17	8	6506	The Third Twin	Ken Follett	Ken	M
1996	1996-11-17	9	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-11-17	10	5903	The Notebook	Nicholas Sparks	Nicholas	M
1996	1996-11-17	11	6762	The Yellow Admiral	Patrick O'Brian	Patrick	M
1996	1996-11-17	12	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-11-17	13	6893	To The Hilt	Dick Francis	Dick	M
1996	1996-11-17	14	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-11-17	15	216	A Secret Affair	Barbara Taylor Bradford	Barbara	F
1996	1996-11-24	1	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-11-24	2	5	"""M"" Is For Malice"	Sue Grafton	Sue	F
1996	1996-11-24	3	4083	Silent Honor	Danielle Steel	Danielle	F
1996	1996-11-24	4	3142	My Gal Sunday	Mary Higgins Clark	Mary	F
1996	1996-11-24	5	5634	The Laws Of Our Fathers	Scott Turow	Scott	M
1996	1996-11-24	6	1431	Desperation	Stephen King	Stephen	M
1996	1996-11-24	7	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-11-24	8	5903	The Notebook	Nicholas Sparks	Nicholas	M
1996	1996-11-24	9	6457	The Tailor Of Panama	John le Carré	John	M
1996	1996-11-24	10	6506	The Third Twin	Ken Follett	Ken	M
1996	1996-11-24	11	3937	Say You Love Me	Johanna Lindsey	Johanna	F
1996	1996-11-24	12	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-11-24	13	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-11-24	14	1735	Falling Up	Shel Silverstein	Shel	U
1996	1996-11-24	15	4830	The Christmas Box	Richard Paul Evans	Richard	M
1996	1996-11-24	16	6762	The Yellow Admiral	Patrick O'Brian	Patrick	M
1996	1996-12-01	1	4083	Silent Honor	Danielle Steel	Danielle	F
1996	1996-12-01	2	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-12-01	3	5	"""M"" Is For Malice"	Sue Grafton	Sue	F
1996	1996-12-01	4	3142	My Gal Sunday	Mary Higgins Clark	Mary	F
1996	1996-12-01	5	5634	The Laws Of Our Fathers	Scott Turow	Scott	M
1996	1996-12-01	6	6506	The Third Twin	Ken Follett	Ken	M
1996	1996-12-01	7	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-12-01	8	1431	Desperation	Stephen King	Stephen	M
1996	1996-12-01	9	5903	The Notebook	Nicholas Sparks	Nicholas	M
1996	1996-12-01	10	3761	Remember When	Judith McNaught	Judith	F
1996	1996-12-01	11	6457	The Tailor Of Panama	John le Carré	John	M
1996	1996-12-01	12	3937	Say You Love Me	Johanna Lindsey	Johanna	F
1996	1996-12-01	13	6117	The Regulators	Richard Bachman	Richard	M
1996	1996-12-01	14	4830	The Christmas Box	Richard Paul Evans	Richard	M
1996	1996-12-01	15	4796	The Celestine Prophecy	James Redfield	James	M
1996	1996-12-08	1	4083	Silent Honor	Danielle Steel	Danielle	F
1996	1996-12-08	2	4957	The Deep End Of The Ocean	Jacquelyn Mitchard	Jacquelyn	F
1996	1996-12-08	3	5	"""M"" Is For Malice"	Sue Grafton	Sue	F
1996	1996-12-08	4	1689	Executive Orders	Tom Clancy	Tom	M
1996	1996-12-08	5	5903	The Notebook	Nicholas Sparks	Nicholas	M
1996	1996-12-08	6	6506	The Third Twin	Ken Follett	Ken	M
1996	1996-12-08	7	3142	My Gal Sunday	Mary Higgins Clark	Mary	F
1996	1996-12-08	8	1431	Desperation	Stephen King	Stephen	M
1996	1996-12-08	9	5634	The Laws Of Our Fathers	Scott Turow	Scott	M
1996	1996-12-08	10	3761	Remember When	Judith McNaught	Judith	F
1996	1996-12-08	11	6457	The Tailor Of Panama	John le Carré	John	M
1996	1996-12-08	12	4830	The Christmas Box	Richard Paul Evans	Richard	M
